Air temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Type_H,Type_L,Type_M
1.2154103587796954,-1.2928513736442042,1.4502619606503298,-0.3448651626363725,1,0,1,0
1.2154103587796954,0.5757848238360723,-1.1562116390143167,-0.3134438002714349,0,0,1,0
1.2154103587796954,1.1837888403296548,-0.9557136698093438,-0.28202243790649734,0,0,0,1
1.2154103587796954,0.5925188793358958,-0.8554646852068575,-0.23489039435909093,0,0,1,0
1.2154103587796954,-0.6290671721512104,0.6482700838304385,-0.2034690319941533,0,0,1,0
1.2154103587796954,-0.10473343315674477,-0.35421976219442547,-0.17204766962921572,0,0,0,1
1.2154103587796954,0.9495120633321277,-0.8554646852068575,-0.12491562608180933,0,0,1,0
1.2154103587796954,-0.6290671721512104,0.6482700838304385,-0.09349426371687172,0,0,1,0
1.2154103587796954,-0.612333116651387,0.3475231300229793,-0.06207290135193413,0,0,1,0
1.2154103587796954,-1.0753086521465003,2.252253837470221,-0.030651538986996525,1,0,1,0
1.2154103587796954,-0.47288265415285896,0.3475231300229793,0.0007698233779410748,0,0,1,0
1.2154103587796954,-0.7127374496503273,0.9490170376378977,0.03219118574287867,0,0,0,1
1.2154103587796954,2.0149135968208824,-1.5572075774242622,0.07932322929028507,0,0,1,0
1.2154103587796954,-0.33343219165433086,-0.35421976219442547,0.11074459165522267,0,0,1,0
1.2154103587796954,-0.6904253756505628,0.8487680530354113,0.14216595402016027,0,0,1,0
1.2154103587796954,0.0012489183421365822,-0.053472808386966275,0.17358731638509786,0,0,1,0
1.2154103587796954,-0.10473343315674477,-0.8554646852068575,0.20500867875003548,0,0,1,0
1.2154103587796954,-0.32785417315438975,0.5480210992279521,0.23643004111497307,0,0,1,0
1.2154103587796954,0.7096572678346593,-1.0559626544118303,0.26785140347991065,0,0,1,0
1.2154103587796954,-0.4617266171529767,0.7485190684329249,0.29927276584484824,0,0,1,0
1.2154103587796954,1.819682949322943,-1.6574565620267487,0.3306941282097859,0,0,1,0
1.2154103587796954,2.1153179298198226,-1.8579545312317214,0.3621154905747235,0,0,0,1
1.2154103587796954,-0.28323002515486073,0.8487680530354113,0.4092475341221299,0,0,1,0
1.2154103587796954,-0.0656873036571569,-0.15372179298945268,0.4406688964870675,0,0,0,1
1.2154103587796954,-0.42268048765338884,0.24727414542049292,0.4878009400344739,0,0,0,1
1.2154103587796954,-0.09915541465680365,-0.15372179298945268,0.5349329835818802,0,0,1,0
1.2154103587796954,-0.9302801711480311,0.5480210992279521,0.5663543459468179,1,0,0,1
1.2154103587796954,-0.17724767365597938,-0.053472808386966275,0.6134863894942243,0,0,1,0
1.2154103587796954,0.2634157878393694,-0.5547177313993983,0.6449077518591618,0,0,0,1
1.2154103587796954,-0.2888080436548019,0.24727414542049292,0.6920397954065682,0,0,1,0
1.2154103587796954,-0.10473343315674477,0.1470251608180065,0.7234611577715059,0,0,1,0
1.2154103587796954,-0.651379246150975,0.1470251608180065,0.7548825201364434,0,1,0,0
1.2154103587796954,-0.9135461156482078,1.2497639914453569,0.8334359260487875,1,0,0,1
1.2154103587796954,0.5255826573366023,-1.1562116390143167,0.8805679695961939,0,0,1,0
1.2154103587796954,-0.19955974765574389,-0.35421976219442547,0.9119893319611314,0,0,1,0
1.2154103587796954,-1.0474185596467946,0.5480210992279521,0.943410694326069,1,0,1,0
1.2154103587796954,0.051451084841606695,-0.45446874679691185,0.9748320566910067,0,0,1,0
1.2154103587796954,2.143208022319528,-1.6574565620267487,1.0062534190559442,0,0,1,0
1.2154103587796954,0.29688389883901617,-0.755215700604371,1.0376747814208818,0,0,1,0
1.2154103587796954,0.22994767683972267,-0.45446874679691185,1.0690961437858195,0,0,0,1
1.2154103587796954,-0.6234891536512693,0.6482700838304385,1.1162281873332258,0,0,1,0
1.2154103587796954,0.2355256953396638,-0.755215700604371,1.1476495496981634,0,0,0,1
1.2154103587796954,0.017982973841959956,-0.053472808386966275,1.1947815932455699,0,0,0,1
1.2154103587796954,-1.058574596646677,1.550510945252816,1.2419136367929762,1,0,1,0
1.2154103587796954,-0.42268048765338884,0.3475231300229793,1.273334999157914,0,0,1,0
1.2154103587796954,-0.612333116651387,0.3475231300229793,1.3047563615228515,0,0,0,1
1.2154103587796954,-0.48961670965268234,1.3500129760478432,1.3518884050702578,0,0,0,1
1.2154103587796954,-0.1549355996562149,-0.2539707775919391,1.3990204486176643,0,0,1,0
1.2154103587796954,0.05702910334154782,-0.2539707775919391,1.4304418109826018,0,0,1,0
1.2154103587796954,-0.17724767365597938,0.04677617621552012,1.4618631733475393,0,0,0,1
1.2154103587796954,-0.08242135915698028,-0.6549667160018846,1.5089952168949459,0,0,0,1
1.2154103587796954,1.9033532268220599,-1.757705546629235,1.5561272604423522,0,0,0,1
1.2154103587796954,-0.4338365246532711,0.5480210992279521,-1.6959837443286894,0,0,1,0
1.2154103587796954,1.1670547848298316,-1.1562116390143167,-1.6645623819637516,0,0,1,0
1.2154103587796954,0.8435297118332463,-1.3567096082192895,-1.633141019598814,0,0,1,0
1.2154103587796954,-1.058574596646677,1.1495150068428706,-1.6017196572338765,1,0,0,1
1.2154103587796954,0.8212176378334818,-1.3567096082192895,-1.55458761368647,0,0,1,0
1.2154103587796954,-0.9470142266478545,0.7485190684329249,-1.5231662513215325,1,0,1,0
1.2154103587796954,-0.5900210426516226,0.3475231300229793,-1.491744888956595,0,0,1,0
1.2154103587796954,0.32477399133872176,0.1470251608180065,-1.4603235265916572,0,0,1,0
1.2154103587796954,0.39728823183795636,-0.755215700604371,-1.4289021642267197,0,0,1,0
1.2154103587796954,-0.7852516901495619,1.751008914457789,-1.3974808018617821,0,0,1,0
1.2154103587796954,2.444421021316349,-1.958203515834208,-1.3660594394968446,0,0,1,0
1.2154103587796954,-0.12704550715650928,-0.053472808386966275,-1.3346380771319069,0,0,1,0
1.2154103587796954,-1.47134796564232,1.550510945252816,-1.3032167147669693,1,1,0,0
1.2154103587796954,-0.7629396161497974,1.049266022240384,-1.2246633088546253,0,0,1,0
1.2154103587796954,-0.48961670965268234,0.44777211462546573,-1.1932419464896877,0,0,0,1
1.2154103587796954,0.09049721434119457,-0.35421976219442547,-1.1461099029422812,0,0,0,1
1.2154103587796954,0.5423167128364256,-0.45446874679691185,-1.098977859394875,0,0,1,0
1.2154103587796954,-1.2649612811444986,1.2497639914453569,-1.0675564970299374,1,0,1,0
1.2154103587796954,0.9439340448321866,-1.0559626544118303,-1.0361351346649996,0,0,1,0
1.2154103587796954,0.09607523284113569,-0.35421976219442547,-1.004713772300062,0,0,0,1
1.2154103587796954,-0.5732869871517992,0.3475231300229793,-0.9575817287526557,0,1,0,0
1.2154103587796954,-0.7629396161497974,0.04677617621552012,-0.8790283228403117,0,0,0,1
1.2154103587796954,-0.567708968651858,0.9490170376378977,-0.8318962792929053,0,0,0,1
1.2154103587796954,2.1599420778193514,-1.8579545312317214,-0.7847642357454989,0,0,0,1
1.711942084729409,1.45711174682677,-1.6574565620267487,-0.7376321921980925,0,0,1,0
1.711942084729409,0.5702068053361312,-0.755215700604371,-0.7062108298331549,0,0,1,0
1.711942084729409,-0.9191241341481489,0.8487680530354113,-0.6747894674682173,1,0,1,0
1.711942084729409,-0.249761914155214,-0.2539707775919391,-0.6433681051032797,0,0,1,0
1.711942084729409,0.3470860653384863,-0.755215700604371,-0.6119467427383422,0,0,1,0
1.2154103587796954,0.5311606758365434,-0.35421976219442547,-0.5805253803734045,0,0,1,0
1.2154103587796954,-0.40036841365362436,-0.2539707775919391,-0.5491040180084669,0,0,0,1
1.2154103587796954,0.06260712184148895,-0.755215700604371,-0.5019719744610606,0,0,1,0
1.2154103587796954,0.13512136234072356,-0.755215700604371,-0.4705506120961229,0,0,1,0
1.2154103587796954,-0.8019857456493853,0.8487680530354113,-0.43912924973118533,0,0,1,0
1.2154103587796954,-0.17724767365597938,-0.6549667160018846,-0.40770788736624775,0,0,0,1
1.2154103587796954,0.1406993808406647,-0.15372179298945268,-0.36057584381884134,0,0,1,0
1.2154103587796954,1.0164482853314212,-0.9557136698093438,-0.32915448145390375,0,0,1,0
1.2154103587796954,-0.4617266171529767,-0.35421976219442547,-0.2977331190889661,0,0,1,0
1.2154103587796954,3.1416733338089893,-2.258950469641667,-0.2663117567240285,0,1,0,0
1.2154103587796954,0.09049721434119457,-0.6549667160018846,-0.18775835081168452,0,0,1,0
1.711942084729409,-0.7238934866502096,0.1470251608180065,-0.15633698844674693,0,0,1,0
1.711942084729409,-0.8466098936489143,0.1470251608180065,-0.12491562608180933,0,0,0,1
1.711942084729409,-0.4394145431532122,0.3475231300229793,-0.07778358253440293,0,0,0,1
1.711942084729409,-0.9916383746473835,0.7485190684329249,-0.030651538986996525,1,0,1,0
1.711942084729409,-0.2720739881549785,0.3475231300229793,0.0007698233779410748,0,0,0,1
1.711942084729409,-0.7796736716496208,0.9490170376378977,0.047901866925347474,0,0,1,0
1.711942084729409,-0.6625352831508572,1.550510945252816,0.07932322929028507,0,0,1,0
1.711942084729409,-1.0027944116472658,0.44777211462546573,0.11074459165522267,1,0,1,0
1.711942084729409,-0.9302801711480311,1.4502619606503298,0.14216595402016027,1,0,0,1
1.711942084729409,-0.7238934866502096,0.1470251608180065,0.18929799756756668,0,0,0,1
1.2154103587796954,-0.48403869115274123,1.8512578990602753,0.23643004111497307,0,1,0,0
1.2154103587796954,1.5686721168255924,-1.5572075774242622,0.31498344702731707,0,0,1,0
1.2154103587796954,-0.3892123766537421,0.8487680530354113,0.34640480939225465,0,1,0,0
1.2154103587796954,0.09607523284113569,0.5480210992279521,0.42495821530459865,0,0,1,0
1.711942084729409,2.4611550768161723,-1.958203515834208,0.45637957766953624,0,0,1,0
1.711942084729409,-0.1103114516566859,-0.15372179298945268,0.4878009400344739,0,0,0,1
1.711942084729409,-0.4617266171529767,0.44777211462546573,0.5349329835818802,0,0,1,0
1.711942084729409,-0.8075637641493264,0.5480210992279521,0.5663543459468179,0,0,1,0
1.711942084729409,-0.969326300647619,1.6507599298553024,0.5977757083117554,1,0,1,0
1.711942084729409,3.654851035803573,-2.3591994542441532,0.6291970706766931,0,0,1,0
1.711942084729409,-0.7573615976498563,1.550510945252816,0.6606184330416307,0,0,1,0
1.711942084729409,-0.19955974765574389,-0.2539707775919391,0.6920397954065682,0,1,0,0
1.711942084729409,1.4180656173271822,-1.0559626544118303,0.7705932013189123,0,0,1,0
1.711942084729409,1.6188742833250624,-1.5572075774242622,0.8020145636838498,0,0,1,0
1.711942084729409,1.6300303203249449,-1.6574565620267487,0.8334359260487875,0,0,0,1
1.711942084729409,-1.1366668556458528,1.3500129760478432,0.8805679695961939,1,0,0,1
1.711942084729409,2.8850844828116977,-2.0584525004366943,0.9277000131436003,0,1,0,0
1.711942084729409,-1.1310888371459116,1.2497639914453569,1.0062534190559442,1,0,1,0
1.711942084729409,-1.103198744646206,1.1495150068428706,1.0376747814208818,1,0,1,0
1.711942084729409,-0.07126532215709803,-0.2539707775919391,1.0690961437858195,0,0,0,1
1.711942084729409,-0.07684334065703916,0.04677617621552012,1.1162281873332258,0,0,1,0
1.711942084729409,-0.6179111351513282,-0.053472808386966275,1.1476495496981634,0,0,0,1
1.711942084729409,-0.1549355996562149,0.5480210992279521,1.1947815932455699,0,0,1,0
1.711942084729409,0.6985012308347771,-1.0559626544118303,1.2262029556105074,0,0,1,0
1.711942084729409,0.29688389883901617,-0.15372179298945268,1.2576243179754452,0,0,0,1
1.711942084729409,0.32477399133872176,-0.35421976219442547,1.3047563615228515,0,0,0,1
1.711942084729409,1.0945405443305969,-1.3567096082192895,1.3518884050702578,0,0,1,0
1.2154103587796954,1.1837888403296548,-1.6574565620267487,1.3833097674351955,0,0,1,0
1.711942084729409,-0.8689219676486788,0.44777211462546573,1.414731129800133,0,0,1,0
1.2154103587796954,-1.1645569481455584,1.3500129760478432,1.4461524921650706,1,0,0,1
1.711942084729409,-0.8744999861486199,1.049266022240384,1.493284535712477,0,0,1,0
1.711942084729409,1.2061009143294195,-0.9557136698093438,1.5247058980774146,0,0,1,0
1.711942084729409,0.4196003058377209,-0.45446874679691185,1.5561272604423522,0,0,0,1
1.711942084729409,-0.40594643215356546,0.3475231300229793,1.6032593039897587,0,0,1,0
1.711942084729409,1.7192786163240028,-1.5572075774242622,1.6346806663546962,0,0,0,1
1.711942084729409,-0.3613222841540365,-0.5547177313993983,1.6818127099021027,0,0,1,0
1.711942084729409,0.6594551013351893,-0.8554646852068575,1.7132340722670403,0,0,1,0
1.711942084729409,-0.5788650056517404,0.04677617621552012,1.7446554346319778,0,0,1,0
1.711942084729409,-0.249761914155214,0.24727414542049292,1.7760767969969153,0,1,0,0
1.711942084729409,-1.6777346501401418,1.4502619606503298,1.8546302029092594,1,0,1,0
1.711942084729409,-1.198025059145205,1.4502619606503298,1.8860515652741972,1,0,1,0
1.711942084729409,-0.13820154415639152,0.1470251608180065,1.9174729276391347,0,0,1,0
1.711942084729409,1.0778064888307735,-1.4569585928217759,1.9488942900040722,0,0,1,0
1.711942084729409,-0.23302785865539064,0.6482700838304385,1.9803156523690097,1,0,1,0
1.711942084729409,2.3384386698174677,-1.8579545312317214,-1.6959837443286894,0,0,1,0
1.711942084729409,0.5088486018367788,-0.755215700604371,-1.6645623819637516,0,0,1,0
1.711942084729409,-0.8019857456493853,1.9515068836627616,-1.633141019598814,0,0,0,1
1.711942084729409,0.6650331198351304,-0.9557136698093438,-1.5860089760514078,0,0,1,0
1.711942084729409,-1.058574596646677,1.1495150068428706,-1.55458761368647,1,0,1,0
1.711942084729409,-0.48403869115274123,1.2497639914453569,-1.5231662513215325,0,0,1,0
1.711942084729409,0.3080399358388984,-0.45446874679691185,-1.491744888956595,0,0,0,1
1.711942084729409,-0.160513618156156,0.7485190684329249,-1.4446128454091884,0,0,0,1
1.711942084729409,1.7583247458235907,-1.757705546629235,-1.3974808018617821,0,0,1,0
1.711942084729409,0.4865365278370144,-0.755215700604371,-1.3660594394968446,0,0,1,0
1.711942084729409,0.4976925648368966,-0.45446874679691185,-1.3346380771319069,0,0,1,0
1.711942084729409,0.7821715083338939,-0.5547177313993983,-1.3032167147669693,0,0,1,0
1.711942084729409,-0.2776520066549196,0.44777211462546573,-1.2717953524020318,0,0,0,1
1.711942084729409,-0.5565529316519758,0.3475231300229793,-1.2246633088546253,0,0,1,0
1.711942084729409,-1.0529965781467359,0.8487680530354113,-1.1932419464896877,1,0,1,0
1.711942084729409,0.38055417633813304,-0.8554646852068575,-1.1618205841247502,0,1,0,0
1.711942084729409,-0.835453856649032,1.3500129760478432,-1.0832671782124061,0,0,1,0
1.711942084729409,0.15185541784054693,0.6482700838304385,-1.0518458158474686,0,0,0,1
1.711942084729409,-1.2928513736442042,1.4502619606503298,-1.004713772300062,1,0,0,1
1.711942084729409,0.1685894733403703,-0.35421976219442547,-0.9575817287526557,0,0,0,1
1.711942084729409,0.6259869903355425,-0.9557136698093438,-0.9104496852052493,0,1,0,0
1.711942084729409,0.8546857488331285,-1.256460623616803,-0.8318962792929053,0,1,0,0
1.711942084729409,-0.92470215264809,0.7485190684329249,-0.7533428733805613,1,0,0,1
1.711942084729409,0.39728823183795636,-0.45446874679691185,-0.7062108298331549,0,0,1,0
1.711942084729409,-0.1549355996562149,0.3475231300229793,-0.6747894674682173,0,0,1,0
1.711942084729409,-0.7071594311503862,1.550510945252816,-0.6433681051032797,0,0,1,0
1.711942084729409,-0.21071578465562613,-0.35421976219442547,-0.6119467427383422,0,0,1,0
1.711942084729409,-0.6960033941505039,0.44777211462546573,-0.5805253803734045,0,0,1,0
1.711942084729409,0.5032705833368377,-0.6549667160018846,-0.5491040180084669,0,1,0,0
1.711942084729409,1.8977752083221187,-1.8579545312317214,-0.4705506120961229,0,0,1,0
1.711942084729409,-0.40594643215356546,0.7485190684329249,-0.43912924973118533,0,1,0,0
1.711942084729409,-0.35016624715415423,0.04677617621552012,-0.36057584381884134,0,1,0,0
1.711942084729409,0.871419804332952,-0.9557136698093438,-0.28202243790649734,0,0,1,0
1.711942084729409,-0.26649596965503736,-0.053472808386966275,-0.25060107554155975,0,0,1,0
1.711942084729409,0.6706111383350715,-0.5547177313993983,-0.21917971317662213,0,0,0,1
1.711942084729409,0.15743343634048806,-0.8554646852068575,-0.17204766962921572,0,0,1,0
1.711942084729409,1.100118562830538,-0.755215700604371,-0.14062630726427813,0,0,1,0
1.711942084729409,-0.6569572646509161,0.44777211462546573,-0.10920494489934052,1,0,0,1
1.711942084729409,0.4921145463369555,-0.9557136698093438,-0.06207290135193413,0,0,0,1
1.711942084729409,0.12954334384078245,-0.5547177313993983,-0.014940857804527726,0,0,0,1
1.711942084729409,3.5934928323042206,-2.258950469641667,0.03219118574287867,0,0,1,0
1.711942084729409,0.2132136213398993,-0.15372179298945268,0.06361254810781627,0,0,1,0
1.711942084729409,0.11838730684090018,-0.35421976219442547,0.09503391047275388,0,0,0,1
1.711942084729409,-0.3111201176545664,0.3475231300229793,0.14216595402016027,0,0,0,1
1.711942084729409,-0.021063155657627914,-0.6549667160018846,0.18929799756756668,0,0,1,0
1.711942084729409,0.3749761578381919,-1.0559626544118303,0.22071935993250427,0,0,0,1
1.711942084729409,1.5519380613257692,-1.5572075774242622,0.26785140347991065,0,0,0,1
1.711942084729409,-0.6402232091510927,1.049266022240384,0.31498344702731707,0,0,1,0
1.711942084729409,-0.13820154415639152,-0.5547177313993983,0.34640480939225465,0,0,1,0
1.711942084729409,-0.5007727466525645,0.1470251608180065,0.37782617175719224,0,0,1,0
1.711942084729409,0.1909015473401348,-0.5547177313993983,0.4092475341221299,0,0,0,1
1.711942084729409,0.1406993808406647,0.1470251608180065,0.45637957766953624,0,0,1,0
1.711942084729409,-0.6179111351513282,0.6482700838304385,0.4878009400344739,0,0,1,0
1.711942084729409,0.45306841683736765,-0.8554646852068575,0.5192223023994115,0,0,1,0
1.711942084729409,0.25225975083948715,-0.755215700604371,0.5506436647643491,0,1,0,0
1.711942084729409,-1.7669829461391997,2.6532497758801665,0.6291970706766931,1,0,1,0
1.711942084729409,-0.5955990611515637,0.24727414542049292,0.6606184330416307,0,0,0,1
1.711942084729409,0.12396532534084131,-0.6549667160018846,0.7077504765890371,0,0,1,0
1.711942084729409,0.4196003058377209,-0.6549667160018846,0.7391718389539746,0,0,1,0
1.711942084729409,2.3440166883174087,-1.757705546629235,0.7705932013189123,0,0,1,0
1.711942084729409,2.260346410818292,-1.6574565620267487,0.8020145636838498,0,0,1,0
1.711942084729409,1.4180656173271822,-1.4569585928217759,0.8334359260487875,0,0,1,0
1.711942084729409,-0.517506802152388,1.049266022240384,0.8648572884137251,0,0,0,1
1.711942084729409,0.7487033973342472,-0.755215700604371,0.9119893319611314,0,0,1,0
1.711942084729409,-0.1326235256564504,0.44777211462546573,0.943410694326069,0,0,0,1
1.711942084729409,0.1406993808406647,-0.45446874679691185,0.9905427378734755,0,0,1,0
1.711942084729409,-0.48961670965268234,0.5480210992279521,1.021964100238413,0,0,1,0
1.711942084729409,0.8602637673330696,-1.1562116390143167,1.0533854626033508,0,1,0,0
1.711942084729409,-0.35016624715415423,0.24727414542049292,1.1319388685156946,0,0,1,0
1.711942084729409,0.966246118831951,-0.9557136698093438,1.1633602308806323,0,0,1,0
1.711942084729409,-0.6346451906511515,0.5480210992279521,1.1947815932455699,0,0,0,1
1.711942084729409,-1.1255108186459706,1.6507599298553024,1.2419136367929762,1,0,1,0
1.711942084729409,0.8435297118332463,-0.5547177313993983,1.273334999157914,0,0,0,1
1.711942084729409,-1.0362625226469124,0.44777211462546573,1.3204670427053202,1,0,0,1
1.711942084729409,2.165520096319293,-1.8579545312317214,1.3675990862527267,0,0,1,0
1.711942084729409,-0.8242978196491497,0.24727414542049292,1.3990204486176643,0,0,0,1
1.711942084729409,-0.9637482821476778,1.049266022240384,1.4461524921650706,1,0,1,0
1.711942084729409,1.2953492103284774,-0.8554646852068575,1.4775738545300083,0,0,1,0
1.711942084729409,-0.1326235256564504,0.24727414542049292,1.5089952168949459,0,0,0,1
1.711942084729409,3.314591907307164,-2.1587014850391806,1.5561272604423522,0,0,0,1
1.711942084729409,-1.103198744646206,0.7485190684329249,1.6032593039897587,1,0,0,1
1.711942084729409,-0.7406275421500329,0.7485190684329249,1.650391347537165,0,0,1,0
1.711942084729409,-1.2984293921441452,2.1520048528677345,1.6818127099021027,1,0,1,0
1.711942084729409,-0.17166965515603827,-0.45446874679691185,1.7132340722670403,0,0,1,0
1.711942084729409,-1.3263194846438509,0.5480210992279521,1.7446554346319778,1,0,1,0
1.711942084729409,0.0012489183421365822,-0.15372179298945268,1.7760767969969153,0,0,1,0
1.711942084729409,-0.3055420991546252,0.44777211462546573,1.807498159361853,0,0,1,0
1.711942084729409,-0.17724767365597938,-0.053472808386966275,1.8389195217267906,0,0,1,0
1.711942084729409,0.029139010841842203,0.24727414542049292,1.8703408840917282,0,0,1,0
1.711942084729409,-0.14377956265633265,-0.2539707775919391,-1.6959837443286894,0,0,1,0
1.711942084729409,-1.1310888371459116,1.8512578990602753,-1.6645623819637516,1,0,0,1
1.711942084729409,3.1416733338089893,-2.0584525004366943,-1.6174303384163453,0,0,0,1
1.711942084729409,-1.0474185596467946,1.3500129760478432,-1.5702982948689388,1,0,1,0
1.711942084729409,0.3470860653384863,-0.45446874679691185,-1.5388769325040013,0,0,1,0
1.711942084729409,-0.8131417826492675,1.2497639914453569,-1.5074555701390637,0,0,1,0
1.711942084729409,0.29688389883901617,-0.6549667160018846,-1.4760342077741262,0,0,1,0
1.711942084729409,-0.7238934866502096,1.1495150068428706,-1.4446128454091884,0,0,1,0
1.711942084729409,-0.8131417826492675,0.7485190684329249,-1.413191483044251,0,0,1,0
1.711942084729409,-0.35574426565409534,0.3475231300229793,-1.3817701206793134,0,1,0,0
1.711942084729409,-0.6234891536512693,0.5480210992279521,-1.3032167147669693,0,0,1,0
1.711942084729409,1.2507250623289483,-1.256460623616803,-1.2717953524020318,0,0,1,0
1.711942084729409,-0.9804823376475013,0.6482700838304385,-1.240373990037094,1,0,1,0
1.711942084729409,-0.7517835791499151,1.049266022240384,-1.2089526276721565,0,0,1,0
1.711942084729409,0.8323736748333641,-0.8554646852068575,-1.177531265307219,0,0,0,1
1.711942084729409,-0.160513618156156,-0.2539707775919391,-1.1303992217598124,0,0,1,0
1.711942084729409,-0.20513776615568502,-0.053472808386966275,-1.098977859394875,0,1,0,0
1.711942084729409,0.38055417633813304,-0.35421976219442547,-1.0204244534825309,0,1,0,0
1.711942084729409,-0.8633439491487377,1.4502619606503298,-0.9418710475701869,0,0,0,1
1.711942084729409,-1.3597875956434977,1.1495150068428706,-0.8947390040227805,1,0,1,0
1.711942084729409,2.5225132803155246,-2.0584525004366943,-0.8633176416578429,0,1,0,0
1.711942084729409,-0.23302785865539064,0.24727414542049292,-0.7847642357454989,0,0,1,0
1.711942084729409,-0.4115244506535066,0.8487680530354113,-0.7533428733805613,0,0,1,0
1.711942084729409,-0.9916383746473835,0.6482700838304385,-0.7219215110156237,1,0,1,0
1.711942084729409,0.04029504784172445,-0.15372179298945268,-0.6905001486506861,0,0,1,0
1.711942084729409,-1.153400911145676,1.2497639914453569,-0.6590787862857486,1,1,0,0
1.711942084729409,6.27094171227596,-2.8604443772565853,-0.5805253803734045,1,0,0,1
1.711942084729409,-0.5342408576522113,0.5480210992279521,-0.5333933368259981,0,0,1,0
1.711942084729409,-0.7629396161497974,0.8487680530354113,-0.5019719744610606,0,0,0,1
1.711942084729409,1.9702894488213534,-1.757705546629235,-0.4548399309136541,0,0,1,0
1.711942084729409,0.5925188793358958,-0.45446874679691185,-0.4234185685487165,0,0,0,1
1.711942084729409,-0.3669003026539776,1.049266022240384,-0.3762865250013101,0,0,1,0
1.711942084729409,-1.281695336644322,1.2497639914453569,-0.3448651626363725,1,0,1,0
1.711942084729409,0.029139010841842203,-0.2539707775919391,-0.3134438002714349,0,1,0,0
1.711942084729409,-1.0864646891463825,0.9490170376378977,-0.23489039435909093,1,0,1,0
1.711942084729409,0.4363343613375443,-0.35421976219442547,-0.2034690319941533,0,0,0,1
1.711942084729409,-0.5788650056517404,-0.2539707775919391,-0.15633698844674693,0,0,0,1
1.711942084729409,-0.8242978196491497,1.049266022240384,-0.10920494489934052,0,0,1,0
1.711942084729409,1.6077182463251802,-1.6574565620267487,-0.07778358253440293,0,0,1,0
1.711942084729409,1.239569025329066,-1.4569585928217759,-0.046362220169465326,0,0,1,0
1.711942084729409,-0.09357739615686253,-0.35421976219442547,-0.014940857804527726,0,0,1,0
1.711942084729409,1.5575160798257102,-1.6574565620267487,0.016480504560409875,0,0,0,1
1.711942084729409,-0.9358581896479723,1.4502619606503298,0.06361254810781627,1,1,0,0
1.711942084729409,-0.1549355996562149,-0.15372179298945268,0.14216595402016027,0,0,1,0
1.711942084729409,-0.7517835791499151,0.6482700838304385,0.17358731638509786,0,0,1,0
1.711942084729409,-0.8633439491487377,0.5480210992279521,0.20500867875003548,0,0,1,0
1.711942084729409,-0.9525922451477956,1.2497639914453569,0.23643004111497307,0,0,1,0
1.711942084729409,0.5702068053361312,-0.35421976219442547,0.26785140347991065,0,0,1,0
1.711942084729409,0.5757848238360723,-0.755215700604371,0.29927276584484824,0,0,1,0
1.711942084729409,-0.7685176346497385,1.049266022240384,0.3306941282097859,0,1,0,0
1.711942084729409,0.2132136213398993,0.1470251608180065,0.4092475341221299,0,0,1,0
1.711942084729409,-0.7964077271494442,0.44777211462546573,0.4406688964870675,0,0,1,0
1.711942084729409,-0.13820154415639152,-0.45446874679691185,0.47209025885200506,0,1,0,0
1.711942084729409,0.5980968978358369,-0.45446874679691185,0.5506436647643491,0,0,1,0
1.711942084729409,-0.5342408576522113,0.04677617621552012,0.5820650271292866,0,0,1,0
1.711942084729409,-0.3892123766537421,0.8487680530354113,0.6134863894942243,0,0,0,1
1.711942084729409,0.1406993808406647,0.04677617621552012,0.6606184330416307,0,1,0,0
1.711942084729409,-0.2274498401554495,0.04677617621552012,0.7391718389539746,0,1,0,0
1.711942084729409,0.8937318783327164,-1.256460623616803,0.8177252448663187,0,0,1,0
1.711942084729409,-0.6011770796515048,0.9490170376378977,0.8491466072312562,0,0,1,0
1.711942084729409,-0.8298758381490909,0.7485190684329249,0.8805679695961939,0,0,1,0
1.711942084729409,-0.8856560231485021,0.6482700838304385,0.9119893319611314,0,0,1,0
1.711942084729409,-0.4561485986530356,0.6482700838304385,0.943410694326069,0,0,1,0
1.711942084729409,-0.6736913201507394,0.24727414542049292,0.9748320566910067,0,0,1,0
1.711942084729409,-1.0362625226469124,1.1495150068428706,1.0062534190559442,0,0,0,1
1.711942084729409,0.19647956584007592,-0.755215700604371,1.0533854626033508,0,0,1,0
1.711942084729409,-1.231493170144852,1.4502619606503298,1.0848068249682883,0,0,0,1
1.711942084729409,0.9550900818320688,-0.8554646852068575,1.1319388685156946,0,0,1,0
1.711942084729409,0.45864643533730876,-0.15372179298945268,1.1633602308806323,0,0,1,0
1.711942084729409,0.3749761578381919,-0.6549667160018846,1.1947815932455699,0,0,1,0
1.711942084729409,-0.9135461156482078,1.4502619606503298,1.2262029556105074,0,1,0,0
1.711942084729409,-0.19955974765574389,-0.35421976219442547,1.3047563615228515,0,0,1,0
1.711942084729409,-0.7517835791499151,0.8487680530354113,1.336177723887789,0,0,1,0
1.711942084729409,0.6538770828352481,-0.755215700604371,1.3675990862527267,0,0,1,0
1.711942084729409,-0.22187182165550837,-0.053472808386966275,1.3990204486176643,0,0,0,1
1.711942084729409,1.1670547848298316,-1.1562116390143167,1.4461524921650706,0,0,0,1
1.711942084729409,-0.04337522965739241,-0.2539707775919391,1.493284535712477,0,0,1,0
1.711942084729409,-0.01548513715768679,0.04677617621552012,1.5247058980774146,0,0,0,1
